date,buyout|growth,buyout|term,buyout|inflation,buyout|credit,buyout|n,vc|growth,vc|term,vc|inflation,vc|credit,vc|n,fof_secondary|growth,fof_secondary|term,fof_secondary|inflation,fof_secondary|credit,fof_secondary|n,fof_primary|growth,fof_primary|term,fof_primary|inflation,fof_primary|credit,fof_primary|n,senior_loan|growth,senior_loan|term,senior_loan|inflation,senior_loan|credit,senior_loan|n,mezzanine|growth,mezzanine|term,mezzanine|inflation,mezzanine|credit,mezzanine|n,apac_equity|growth,apac_equity|term,apac_equity|inflation,apac_equity|credit,apac_equity|n,hfri_fof_cons|growth,hfri_fof_cons|term,hfri_fof_cons|inflation,hfri_fof_cons|credit,hfri_fof_cons|n,msci_gpfi|growth,msci_gpfi|term,msci_gpfi|inflation,msci_gpfi|credit,msci_gpfi|n,re_noncore|growth,re_noncore|term,re_noncore|inflation,re_noncore|credit,re_noncore|n,gl1|growth,gl1|term,gl1|inflation,gl1|credit,gl1|n,gl2|growth,gl2|term,gl2|inflation,gl2|credit,gl2|n,epra_nareit|growth,epra_nareit|term,epra_nareit|inflation,epra_nareit|credit,epra_nareit|n,infra_core|growth,infra_core|term,infra_core|inflation,infra_core|credit,infra_core|n,ftse_fi_infra|growth,ftse_fi_infra|term,ftse_fi_infra|inflation,ftse_fi_infra|credit,ftse_fi_infra|n
2019-06-30,0.33295,-0.17012,0.35776,-0.33919,20,0.56684,-0.33914,-0.061289,-3.665,20,0.27921,-0.34608,0.0079614,-0.45639,20,0.33841,-0.20211,0.034398,-0.97668,20,0.16751,0.066314,0.41099,0.26546,20,0.34394,-0.18144,1.9811,1.3906,20,0.37777,-0.29892,-0.35476,-2.0387,20,0.22209,-0.10351,-0.1121,0.28525,20,0.08161,-0.12324,0.1056,-0.88531,20,0.071313,-0.0034493,-0.51761,-0.78967,20,0.061088,0.51883,-0.076176,0.12335,20,0.30825,-0.018933,0.091777,0.15909,20,0.57733,1.2032,0.029294,-0.53626,20,0.15019,0.11469,0.64142,-1.3307,20,-0.095477,0.83049,0.38987,1.3886,20
2019-09-30,0.31753,-0.20831,0.06459,-0.40303,20,0.60412,-0.50795,-0.22385,-3.981,20,0.27942,-0.35627,-0.084572,-0.48627,20,0.34226,-0.24915,-0.10673,-1.0656,20,0.1611,0.045781,0.2768,0.21614,20,0.32599,-0.23119,1.7243,1.2522,20,0.3937,-0.2912,-0.27093,-2.0428,20,0.22709,-0.10051,-0.068993,0.28402,20,0.076792,-0.16181,-0.027897,-0.96267,20,0.079967,-0.019081,-0.56832,-0.83278,20,0.062138,0.52403,0.011295,0.14749,20,0.31693,-0.0098491,0.35829,0.20887,20,0.53657,1.2111,-0.32155,-0.49489,20,0.13191,-0.14373,0.59568,-1.442,20,-0.097456,0.83643,0.52952,1.4049,20
2019-12-31,0.33119,-0.21047,-0.012358,-0.4934,20,0.71614,-0.65145,0.44715,-2.98,20,0.31618,-0.38587,-0.05799,-0.39628,20,0.39573,-0.30888,0.11368,-0.69633,20,0.20833,0.058364,0.12979,0.17814,20,0.3443,-0.22108,2.017,1.2594,20,0.38987,-0.28858,-0.31272,-2.0907,20,0.22134,-0.10024,-0.017427,0.31508,20,0.11434,-0.2229,-0.047545,-1.0143,20,0.11099,-0.088128,-0.32861,-0.57812,20,0.085949,0.53867,-0.092307,0.1144,20,0.29848,-0.021198,0.48839,0.22022,20,0.51289,1.1536,0.14708,0.013006,20,0.14176,-0.24007,0.50158,-1.9435,20,-0.10892,0.84838,0.66326,1.3503,20
2020-03-31,0.5704,-0.21312,0.010166,1.0998,20,0.82368,-0.67572,0.50758,-0.0012112,20,0.53233,-0.39025,-0.037034,1.0023,20,0.66263,-0.34036,0.16801,1.2052,20,0.039197,0.093927,0.11024,0.38011,20,0.20063,-0.23219,2.0387,1.1953,20,0.44773,-0.36034,-0.21819,-0.078717,20,0.27063,-0.12328,0.0044475,0.30529,20,0.18359,-0.50099,-0.16201,0.24708,20,0.41247,-0.45165,-0.59547,1.282,20,-0.065816,0.23755,-0.076653,0.44351,20,0.18109,-0.004727,0.49919,0.14763,20,0.86553,0.50387,0.24508,2.5013,20,0.22164,-0.26051,0.37834,-0.16158,20,-0.055466,0.12496,0.65608,1.3449,20
2020-06-30,0.62432,-0.010954,0.021349,1.1735,20,1.0734,0.15473,1.5821,0.84117,20,0.44344,-0.52068,-0.52031,0.60861,20,0.86293,0.26234,0.7612,1.7591,20,0.056038,0.054554,-0.11835,0.29716,20,0.21613,-0.23653,1.7988,1.0885,20,0.50966,-0.04779,0.051493,0.14216,20,0.27706,-0.11072,0.029222,0.29596,20,0.16824,-0.47788,-0.31452,0.14849,20,0.37897,-0.45738,-0.64643,1.0139,20,-0.060316,0.21819,-0.14285,0.41231,20,0.19207,-0.066473,0.38605,0.079786,20,0.79276,0.20849,-0.45761,1.5059,20,0.19345,-0.26318,0.16755,-0.12927,20,-0.053527,0.015547,0.63464,1.3343,20
2020-09-30,0.67494,-0.03967,0.77538,0.96516,20,1.1375,0.10582,2.7019,0.47118,20,0.51174,-0.58327,0.93562,0.16807,20,0.93683,0.22332,1.464,1.4429,20,0.10078,0.049432,0.2011,0.30474,20,-0.11748,-0.16692,1.0333,1.0259,20,0.50483,-0.040142,0.20299,0.22291,20,0.28817,-0.11689,0.1575,0.25504,20,0.19316,-0.49139,0.070614,-0.025879,20,0.43064,-0.43285,0.18651,0.75825,20,-0.05243,0.2151,-0.066323,0.41506,20,-0.0060462,-0.03403,-0.22601,0.038033,20,0.84033,0.23751,-0.30204,1.3187,20,0.20639,-0.13952,0.23915,-0.25795,20,-0.16021,0.043157,0.26686,1.324,20
2020-12-31,0.69296,-0.12446,0.62869,0.78546,20,1.4747,-0.40086,2.2846,-1.3533,20,0.68884,-0.90578,0.4642,-0.7907,20,1.0949,-0.036726,1.2703,0.48911,20,0.16398,-0.0045459,0.070967,0.3313,20,-0.034346,-0.24922,0.87483,1.0492,20,0.58653,-0.093643,0.33428,-0.2137,20,0.3036,-0.16625,0.054918,0.14961,20,0.21095,-0.53983,0.077143,-0.12083,20,0.41945,-0.44706,0.14212,0.75006,20,-0.050103,0.20436,-0.050487,0.41614,20,-0.0435,0.017117,-0.078959,0.026725,20,0.85731,0.26558,-0.14155,1.147,20,0.22712,-0.33066,0.24602,-0.40932,20,-0.1017,-0.051009,0.096868,1.3054,20
2021-03-31,0.69435,-0.18787,0.88807,0.75542,20,1.4368,0.80271,4.0648,-0.91262,20,0.67775,-0.23408,-0.29562,-0.61856,20,1.0952,-0.17489,2.1085,0.44469,20,0.17233,-0.023986,-0.25334,0.33462,20,0.035428,-0.51343,0.28807,1.0561,20,0.57604,0.21938,0.80546,-0.096375,20,0.3006,-0.18014,0.46625,0.14268,20,0.24441,-0.37758,-0.66058,-0.010162,20,0.41825,-0.21108,-0.59179,0.91342,20,-0.036894,0.21373,-0.083256,0.38734,20,-0.026736,-0.024787,-0.567,0.03279,20,0.87444,-0.047973,-0.90256,0.76449,20,0.22881,-0.60707,0.022963,-0.36655,20,-0.090697,0.092629,-0.15542,1.2975,20
2021-06-30,0.71102,-0.071851,1.4483,0.59692,20,1.4101,0.76002,3.0993,-0.57413,20,0.70622,-0.052473,0.71001,-0.89795,20,1.0649,-0.26555,1.2497,0.81139,20,0.17973,-8.4128e-05,-0.19565,0.33681,20,0.092547,-0.46593,0.65893,1.0623,20,0.58257,0.28076,0.98475,-0.15098,20,0.30032,-0.18114,0.46274,0.14758,20,0.27028,-0.31647,-0.24921,-0.044637,20,0.45188,0.0069349,0.55869,0.77287,20,-0.034316,0.21572,-0.043867,0.39033,20,-0.021735,-0.027548,-0.52362,0.032579,20,0.89369,-0.02056,-0.48569,0.51372,20,0.22518,-0.55786,0.0031616,-0.34199,20,-0.034615,0.066232,-0.1105,1.2784,20
2021-09-30,0.70754,-0.083443,1.2759,0.64666,20,1.4092,0.71384,3.0848,-0.38042,20,0.69964,-0.086084,1.1879,-0.72873,20,1.0957,-0.23661,-0.18153,0.59225,20,0.17311,0.0019665,-0.086306,0.33446,20,0.062271,-0.47095,0.74798,1.0525,20,0.60729,0.30606,-0.064301,-0.32748,20,0.29656,-0.1852,0.46779,0.17444,20,0.25559,-0.32445,0.19471,0.063172,20,0.41912,-0.096353,1.8111,1.0398,20,-0.035302,0.21317,-0.038981,0.39234,20,-0.017453,-0.025781,-0.44425,0.032478,20,0.89029,-0.04465,-0.20546,0.55995,20,0.22675,-0.47533,0.023763,-0.27405,20,-0.040943,0.0741,-0.026268,1.2741,20
2021-12-31,0.70576,-0.20909,1.3054,0.69617,20,1.3788,0.68212,2.4675,0.46254,20,0.69829,-0.020543,0.99933,-0.69158,20,1.097,-0.36044,-0.063275,0.55349,20,0.1091,-0.12711,-0.080176,0.34354,20,0.10945,-0.59076,0.80528,1.0462,20,0.60114,0.33606,-0.16008,-0.15057,20,0.29566,-0.19045,0.38572,0.18702,20,0.25651,-0.49167,0.74203,-0.30313,20,0.42897,-0.17198,2.0768,0.83123,20,-0.0715,0.13499,-0.021161,0.37494,20,-0.0562,-0.077897,-0.41942,0.037321,20,0.8925,-0.35257,0.26051,0.42342,20,0.22402,-0.55298,0.062269,-0.19311,20,-0.018639,-0.039902,0.0015373,1.2796,20
2022-03-31,0.71928,-0.041273,1.1565,0.54786,20,1.5551,1.5892,1.6188,-0.80116,20,0.7407,0.16086,0.60696,-1.0358,20,1.173,0.26642,-0.60104,-0.019174,20,0.09072,-0.14266,-0.053952,0.33404,20,0.090735,-0.4804,0.6865,1.0336,20,0.63138,0.42103,-0.23848,-0.33949,20,0.28855,-0.17732,0.35842,0.21137,20,0.21623,-0.43403,0.78877,-0.27908,20,0.43852,-0.057388,2.0108,0.81544,20,-0.057029,0.27464,0.0027728,0.41053,20,-0.0396,-0.028705,-0.43558,0.040589,20,0.88961,-0.27904,0.10972,0.3326,20,0.22061,-0.40169,0.03647,-0.10523,20,-0.023887,0.25802,0.0046979,1.268,20
2022-06-30,0.68898,-0.057978,1.4221,0.59542,20,1.6247,1.5639,-0.52715,-0.97256,20,0.71994,0.044341,-0.1177,-0.68782,20,1.0856,0.10076,-2.1926,0.49902,20,0.1446,-0.075538,0.45271,0.35257,20,0.073194,-0.45165,1.118,1.0381,20,0.55379,0.23237,-1.6501,0.18293,20,0.2652,-0.18396,0.14347,0.30766,20,0.20341,-0.36316,0.73547,-0.15193,20,0.51262,0.14336,3.2742,0.84341,20,-0.073736,0.29727,0.029236,0.38455,20,-0.019086,-0.026015,-0.21519,0.03982,20,0.91561,-0.15966,0.78698,0.094533,20,0.21271,-0.1491,0.16351,-0.096782,20,-0.017017,0.40356,0.10352,1.2665,20
2022-09-30,0.68619,-0.048963,1.2277,0.57223,20,1.5208,1.059,-4.1918,0.23625,20,0.71703,-0.0082775,-0.59741,-0.54856,20,1.0721,0.057719,-2.4233,0.60067,20,0.17753,-0.0097024,0.61413,0.35517,20,0.080603,-0.42168,1.2176,1.0385,20,0.56949,0.28075,-1.1635,0.0055859,20,0.25938,-0.18278,0.11251,0.33184,20,0.26546,-0.092844,1.7724,-0.21882,20,0.52616,0.18253,2.9338,0.89617,20,-0.03826,0.35462,0.24426,0.40007,20,-0.032606,-0.042068,-0.0939,0.032828,20,0.93842,-0.043195,1.1006,-0.065027,20,0.22066,0.12015,0.15026,-0.082293,20,-0.023169,0.45896,0.035271,1.2631,20
2022-12-31,0.71824,-0.01148,0.99466,0.55408,20,1.3782,0.78927,-2.9393,0.1721,20,0.6968,-0.0357,-0.44801,-0.54374,20,1.0657,0.029873,-2.3092,0.57526,20,0.17534,0.0004367,0.56983,0.36484,20,0.086901,-0.41391,1.1512,1.0497,20,0.56222,0.27644,-1.0982,0.018349,20,0.25459,-0.19389,0.15015,0.32611,20,0.16709,-0.16147,2.4207,-0.19588,20,0.48722,0.13808,3.1825,0.91098,20,-0.038741,0.35596,0.26723,0.39104,20,-0.039549,-0.046113,-0.074081,0.025513,20,0.93512,-0.048272,1.1177,-0.081084,20,0.23686,0.074439,0.06991,-0.060341,20,-0.032214,0.47021,0.072924,1.2482,20
2023-03-31,0.7014,-0.055486,1.0173,0.68894,20,1.3931,0.86028,-3.0222,0.068111,20,0.68189,-0.088809,-0.42376,-0.38316,20,1.0692,0.070553,-2.3694,0.57483,20,0.18366,0.02082,0.567,0.3669,20,0.063323,-0.42797,1.1636,1.0502,20,0.55175,0.25046,-1.1002,0.12366,20,0.25131,-0.19941,0.1543,0.3478,20,0.18469,-0.087764,2.427,-0.25336,20,0.48854,0.14151,3.1438,0.94169,20,-0.03344,0.36968,0.25586,0.39792,20,-0.047089,-0.051143,-0.080323,0.026939,20,0.91896,-0.12211,1.1796,-0.049684,20,0.24264,0.067132,-0.0030965,-0.020258,20,-0.03301,0.47781,0.06664,1.2505,20
2023-06-30,0.69195,0.009755,1.3783,0.73327,20,1.3965,1.0497,-2.1721,0.2763,20,0.67337,-0.016775,0.32554,-0.33399,20,1.0505,0.20645,-0.59962,0.67155,20,0.19032,0.012066,0.38278,0.36822,20,0.056797,-0.40037,1.1946,1.0473,20,0.54254,0.32362,-0.27387,0.18215,20,0.25006,-0.18321,0.25293,0.35677,20,0.1791,-0.071629,2.3472,-0.29717,20,0.47557,0.18416,3.2775,0.87133,20,-0.039916,0.37395,0.24519,0.39969,20,-0.048775,-0.048533,-0.091208,0.029347,20,0.91725,-0.086095,1.2081,0.091351,20,0.23934,0.11951,0.03238,-0.0029301,20,-0.03343,0.47555,0.076637,1.2492,20
2023-09-30,0.70387,0.051236,1.1793,0.57367,20,1.4074,1.071,-2.3951,0.11945,20,0.67896,-0.0088571,0.30129,-0.36361,20,1.0547,0.20963,-1.1011,0.66574,20,0.17669,0.0063612,0.40802,0.3704,20,0.058431,-0.39281,1.142,1.0526,20,0.54345,0.31274,-0.52797,0.21722,20,0.24557,-0.18915,0.21027,0.39682,20,0.17942,-0.050067,2.5873,-0.28323,20,0.50088,0.3013,3.4974,0.62744,20,-0.041322,0.37691,0.23201,0.40028,20,-0.034805,-0.033405,-0.060843,0.025431,20,0.92252,-0.072739,1.0679,0.072437,20,0.24303,0.13491,-0.0086596,-0.034586,20,-0.032803,0.4978,0.082778,1.2488,20
2023-12-31,0.7208,-0.1639,1.178,0.51331,20,1.4584,0.49109,-2.2366,-0.12011,20,0.69605,-0.2044,0.23384,-0.45865,20,1.0916,-0.21695,-1.1125,0.51639,20,0.23133,0.028193,0.33627,0.37927,20,0.062347,-0.46237,1.0399,1.0479,20,0.56594,0.043405,-0.49224,0.11674,20,0.23491,-0.17598,0.21805,0.44815,20,0.15494,-0.25711,2.9426,-0.82234,20,0.52213,0.00092012,3.8599,-0.054801,20,-0.0057453,0.40266,0.21209,0.40893,20,-0.014314,-0.0364,-0.080545,0.034067,20,1.0162,-0.034965,0.70531,-0.33787,20,0.26858,0.11569,0.038712,-0.2523,20,-0.043483,0.62677,0.10273,1.2427,20
2024-03-31,0.72533,-0.017607,1.4576,0.59472,20,1.4514,0.64901,-1.6997,0.032016,20,0.70896,-0.026464,0.54101,-0.38913,20,1.0929,-0.052419,-0.58298,0.6207,20,0.20623,0.04447,0.38612,0.38647,20,0.075197,-0.39587,1.1041,1.0666,20,0.55671,0.16132,-0.039512,0.23434,20,0.23655,-0.1807,0.21166,0.43392,20,0.15952,-0.29278,2.7247,-1.0041,20,0.53965,0.029944,3.6051,-0.24602,20,0.0011603,0.39292,0.16521,0.41085,20,-0.016057,-0.036516,-0.065966,0.034361,20,0.97405,-0.037342,1.5036,0.0074997,20,0.26702,0.19582,0.014253,-0.06958,20,-0.045469,0.60172,0.097041,1.2468,20
2024-06-30,0.7257,-0.0079046,1.4194,0.59871,20,1.4502,0.58637,-1.7436,-0.0042014,20,0.70892,-0.063294,0.50588,-0.39797,20,1.0937,-0.021225,-0.63206,0.63212,20,0.21363,0.046804,0.39594,0.38621,20,0.070827,-0.39111,1.0872,1.0712,20,0.55728,0.2117,-0.064694,0.24416,20,0.23657,-0.19733,0.20781,0.43478,20,0.15934,-0.309,2.7495,-1.1275,20,0.53922,0.0076375,3.622,-0.35778,20,0.0076221,0.37886,0.17456,0.40803,20,-0.0092644,-0.044149,-0.063526,0.03354,20,0.97465,-0.02648,1.4647,0.041317,20,0.26721,0.19527,0.0024128,-0.05714,20,-0.055414,0.58358,0.089632,1.2502,20
2024-09-30,0.71844,-0.038429,1.4203,0.65281,20,1.4294,0.68977,-1.8837,0.14723,20,0.70246,-0.14491,0.53358,-0.34464,20,1.0914,0.010683,-0.65506,0.64624,20,0.20869,0.070436,0.39101,0.38611,20,0.051015,-0.35113,1.072,1.0683,20,0.55859,0.21334,-0.070851,0.23347,20,0.23465,-0.17735,0.20181,0.44714,20,0.16231,-0.26176,2.7594,-1.2038,20,0.53886,-0.043705,3.7351,-0.54306,20,0.013385,0.40474,0.1778,0.41366,20,0.0054918,-0.068836,-0.049135,0.033147,20,1.0095,0.11366,1.5109,-0.073199,20,0.26714,0.2195,-0.15568,0.091884,20,-0.046244,0.61494,0.097107,1.2513,20
2024-12-31,0.72489,-0.038057,1.4312,0.57703,20,1.402,0.695,-1.8906,0.35884,20,0.70259,-0.1447,0.53599,-0.33743,20,1.0921,0.015609,-0.64192,0.60396,20,0.24169,0.098861,0.3878,0.38544,20,0.089056,-0.35251,1.0776,1.068,20,0.56506,0.21999,-0.049511,0.16054,20,0.23585,-0.18583,0.18063,0.44167,20,,,,,,0.53879,-0.012334,3.791,-0.51713,20,0.017075,0.40157,0.15516,0.41813,20,-0.0054094,-0.079864,-0.060156,0.035302,20,1.039,0.16241,1.4913,-0.27426,20,0.27265,0.29886,-0.22645,0.03882,20,-0.032943,0.62475,0.081574,1.2576,20
2025-03-31,0.66774,-0.029917,1.2679,0.59586,20,1.6336,0.0041671,-0.49563,2.8709,20,0.66805,0.067386,0.34665,-0.93475,20,1.1506,-0.29983,0.39677,1.7652,20,0.21093,0.22802,0.38514,0.26313,20,0.17812,-0.19067,0.92739,0.77065,20,0.60364,0.11081,0.23283,0.69871,20,0.17714,-0.16043,0.26413,0.31415,20,,,,,,0.46804,0.32607,3.3224,-1.0785,20,-0.0018503,0.63128,0.17447,0.27253,20,-0.0019797,-0.082002,-0.074658,-0.021113,20,0.93779,0.79552,1.1268,-1.0763,20,0.26682,0.46722,-0.36903,-0.17896,20,-0.027562,1.1495,0.04474,1.2892,20
2025-06-30,0.59385,0.011089,1.4566,1.1032,20,1.4231,0.094979,0.34492,4.7681,20,0.77407,0.21342,1.4687,2.0537,20,0.9687,-0.28125,0.64148,1.7309,20,0.14495,0.18419,0.3993,0.69589,20,0.14741,-0.18044,0.85357,1.0051,20,0.53039,0.12197,0.33411,0.74377,20,0.15146,-0.15329,0.28415,0.44373,20,,,,,,0.48118,0.3083,2.8732,-2.4915,20,0.024776,0.61736,0.10805,0.19462,20,-0.057069,-0.098265,0.1171,-0.031793,20,0.99532,0.73485,1.4896,-0.71437,20,0.3382,0.29807,-0.41872,-0.071887,20,-0.01808,1.0828,0.090021,1.168,20
2025-09-30,0.55134,0.0051695,1.3121,1.1227,20,1.3891,0.13725,-0.27625,4.5833,20,0.72224,0.21598,1.166,2.0341,20,0.94542,-0.28109,0.54199,1.7301,20,0.13011,0.17385,0.34515,0.64771,20,0.12982,-0.18592,0.88418,0.96292,20,0.50588,0.13263,0.056537,0.69394,20,0.15207,-0.14864,0.27936,0.42554,20,,,,,,0.44299,0.30003,2.8595,-2.4548,20,,,,,,,,,,,1.0072,0.70946,1.886,-0.64493,20,0.32131,0.26656,-0.45056,-0.053527,20,-0.013284,1.0858,0.15704,1.1892,20
2025-12-31,0.50098,0.065404,1.235,0.89198,20,0.82809,1.2355,-1.9256,0.62473,20,0.46963,0.67573,0.65043,0.3805,20,0.66962,0.22142,-0.14075,-0.1975,20,0.11882,0.1931,0.36182,0.58708,20,0.12987,-0.17256,0.87853,0.86018,20,0.34032,0.46697,-0.36446,-0.50105,20,0.11882,-0.096778,0.16099,0.19933,20,,,,,,0.43976,0.34103,2.7255,-2.7238,20,,,,,,,,,,,1.0032,0.78115,1.8608,-0.8921,20,0.30573,0.33244,-0.50794,-0.2457,20,-0.022402,1.0968,0.13692,1.0842,20
2026-03-31,,,,,,,,,,,,,,,,,,,,,0.1409,0.20195,0.37115,0.62495,20,,,,,,,,,,,0.11123,-0.0095041,0.054672,0.24029,20,,,,,,,,,,,,,,,,,,,,,0.959,1.2071,1.4972,-0.39615,20,0.31378,0.31717,-0.52266,-0.25405,20,-0.023594,1.1134,0.18039,1.0806,20
